"link","word","l1","l2","l3","l4","l5"
"https://kbbi.kemdikbud.go.id/entri/manti","manti","m","a","n","t","i"
"https://kbbi.kemdikbud.go.id/entri/mantu","mantu","m","a","n","t","u"
"https://kbbi.kemdikbud.go.id/entri/manuk","manuk","m","a","n","u","k"
"https://kbbi.kemdikbud.go.id/entri/manut","manut","m","a","n","u","t"
"https://kbbi.kemdikbud.go.id/entri/maois","maois","m","a","o","i","s"
"https://kbbi.kemdikbud.go.id/entri/mapak","mapak","m","a","p","a","k"
"https://kbbi.kemdikbud.go.id/entri/mapan","mapan","m","a","p","a","n"
"https://kbbi.kemdikbud.go.id/entri/mapel","mapel","m","a","p","e","l"
"https://kbbi.kemdikbud.go.id/entri/mapor","mapor","m","a","p","o","r"
"https://kbbi.kemdikbud.go.id/entri/mappi","mappi","m","a","p","p","i"
"https://kbbi.kemdikbud.go.id/entri/mapur","mapur","m","a","p","u","r"
"https://kbbi.kemdikbud.go.id/entri/marah","marah","m","a","r","a","h"
"https://kbbi.kemdikbud.go.id/entri/marak","marak","m","a","r","a","k"
"https://kbbi.kemdikbud.go.id/entri/maras","maras","m","a","r","a","s"
"https://kbbi.kemdikbud.go.id/entri/marau","marau","m","a","r","a","u"
"https://kbbi.kemdikbud.go.id/entri/marem","marem","m","a","r","e","m"
"https://kbbi.kemdikbud.go.id/entri/maret","maret","m","a","r","e","t"
"https://kbbi.kemdikbud.go.id/entri/marga","marga","m","a","r","g","a"
"https://kbbi.kemdikbud.go.id/entri/maria","maria","m","a","r","i","a"
"https://kbbi.kemdikbud.go.id/entri/marka","marka","m","a","r","k","a"
"https://kbbi.kemdikbud.go.id/entri/marki","marki","m","a","r","k","i"
"https://kbbi.kemdikbud.go.id/entri/maros","maros","m","a","r","o","s"
"https://kbbi.kemdikbud.go.id/entri/marus","marus","m","a","r","u","s"
"https://kbbi.kemdikbud.go.id/entri/marut","marut","m","a","r","u","t"
"https://kbbi.kemdikbud.go.id/entri/masai","masai","m","a","s","a","i"
"https://kbbi.kemdikbud.go.id/entri/masak","masak","m","a","s","a","k"
"https://kbbi.kemdikbud.go.id/entri/masal","masal","m","a","s","a","l"
"https://kbbi.kemdikbud.go.id/entri/masam","masam","m","a","s","a","m"
"https://kbbi.kemdikbud.go.id/entri/masan","masan","m","a","s","a","n"
"https://kbbi.kemdikbud.go.id/entri/masap","masap","m","a","s","a","p"
"https://kbbi.kemdikbud.go.id/entri/masep","masep","m","a","s","e","p"
"https://kbbi.kemdikbud.go.id/entri/maser","maser","m","a","s","e","r"
"https://kbbi.kemdikbud.go.id/entri/masif","masif","m","a","s","i","f"
"https://kbbi.kemdikbud.go.id/entri/masih","masih","m","a","s","i","h"
"https://kbbi.kemdikbud.go.id/entri/masin","masin","m","a","s","i","n"
"https://kbbi.kemdikbud.go.id/entri/masip","masip","m","a","s","i","p"
"https://kbbi.kemdikbud.go.id/entri/masir","masir","m","a","s","i","r"
"https://kbbi.kemdikbud.go.id/entri/masoi","masoi","m","a","s","o","i"
"https://kbbi.kemdikbud.go.id/entri/mason","mason","m","a","s","o","n"
"https://kbbi.kemdikbud.go.id/entri/massa","massa","m","a","s","s","a"
"https://kbbi.kemdikbud.go.id/entri/masuk","masuk","m","a","s","u","k"
"https://kbbi.kemdikbud.go.id/entri/matan","matan","m","a","t","a","n"
"https://kbbi.kemdikbud.go.id/entri/matik","matik","m","a","t","i","k"
"https://kbbi.kemdikbud.go.id/entri/matoa","matoa","m","a","t","o","a"
"https://kbbi.kemdikbud.go.id/entri/maton","maton","m","a","t","o","n"
"https://kbbi.kemdikbud.go.id/entri/matra","matra","m","a","t","r","a"
"https://kbbi.kemdikbud.go.id/entri/matun","matun","m","a","t","u","n"
"https://kbbi.kemdikbud.go.id/entri/matur","matur","m","a","t","u","r"
"https://kbbi.kemdikbud.go.id/entri/maula","maula","m","a","u","l","a"
"https://kbbi.kemdikbud.go.id/entri/maung","maung","m","a","u","n","g"
"https://kbbi.kemdikbud.go.id/entri/mawar","mawar","m","a","w","a","r"
"https://kbbi.kemdikbud.go.id/entri/mawas","mawas","m","a","w","a","s"
"https://kbbi.kemdikbud.go.id/entri/mawat","mawat","m","a","w","a","t"
"https://kbbi.kemdikbud.go.id/entri/mawes","mawes","m","a","w","e","s"
"https://kbbi.kemdikbud.go.id/entri/mawin","mawin","m","a","w","i","n"
"https://kbbi.kemdikbud.go.id/entri/mawon","mawon","m","a","w","o","n"
"https://kbbi.kemdikbud.go.id/entri/mawut","mawut","m","a","w","u","t"
"https://kbbi.kemdikbud.go.id/entri/mayam","mayam","m","a","y","a","m"
"https://kbbi.kemdikbud.go.id/entri/mayar","mayar","m","a","y","a","r"
"https://kbbi.kemdikbud.go.id/entri/mayas","mayas","m","a","y","a","s"
"https://kbbi.kemdikbud.go.id/entri/mayat","mayat","m","a","y","a","t"
"https://kbbi.kemdikbud.go.id/entri/mayit","mayit","m","a","y","i","t"
"https://kbbi.kemdikbud.go.id/entri/mayor","mayor","m","a","y","o","r"
"https://kbbi.kemdikbud.go.id/entri/mayos","mayos","m","a","y","o","s"
"https://kbbi.kemdikbud.go.id/entri/mayur","mayur","m","a","y","u","r"
"https://kbbi.kemdikbud.go.id/entri/mboja","mboja","m","b","o","j","a"
"https://kbbi.kemdikbud.go.id/entri/mbojo","mbojo","m","b","o","j","o"
"https://kbbi.kemdikbud.go.id/entri/meaks","meaks","m","e","a","k","s"
"https://kbbi.kemdikbud.go.id/entri/mebel","mebel","m","e","b","e","l"
"https://kbbi.kemdikbud.go.id/entri/mecin","mecin","m","e","c","i","n"
"https://kbbi.kemdikbud.go.id/entri/mecis","mecis","m","e","c","i","s"
"https://kbbi.kemdikbud.go.id/entri/medan","medan","m","e","d","a","n"
"https://kbbi.kemdikbud.go.id/entri/media","media","m","e","d","i","a"
"https://kbbi.kemdikbud.go.id/entri/medik","medik","m","e","d","i","k"
"https://kbbi.kemdikbud.go.id/entri/medil","medil","m","e","d","i","l"
"https://kbbi.kemdikbud.go.id/entri/medio","medio","m","e","d","i","o"
"https://kbbi.kemdikbud.go.id/entri/medis","medis","m","e","d","i","s"
"https://kbbi.kemdikbud.go.id/entri/medit","medit","m","e","d","i","t"
"https://kbbi.kemdikbud.go.id/entri/medok","medok","m","e","d","o","k"
"https://kbbi.kemdikbud.go.id/entri/meduk","meduk","m","e","d","u","k"
"https://kbbi.kemdikbud.go.id/entri/megah","megah","m","e","g","a","h"
"https://kbbi.kemdikbud.go.id/entri/megak","megak","m","e","g","a","k"
"https://kbbi.kemdikbud.go.id/entri/megan","megan","m","e","g","a","n"
"https://kbbi.kemdikbud.go.id/entri/megar","megar","m","e","g","a","r"
"https://kbbi.kemdikbud.go.id/entri/megat","megat","m","e","g","a","t"
"https://kbbi.kemdikbud.go.id/entri/mejam","mejam","m","e","j","a","m"
"https://kbbi.kemdikbud.go.id/entri/mejan","mejan","m","e","j","a","n"
"https://kbbi.kemdikbud.go.id/entri/mejen","mejen","m","e","j","e","n"
"https://kbbi.kemdikbud.go.id/entri/mekah","mekah","m","e","k","a","h"
"https://kbbi.kemdikbud.go.id/entri/mekan","mekan","m","e","k","a","n"
"https://kbbi.kemdikbud.go.id/entri/mekap","mekap","m","e","k","a","p"
"https://kbbi.kemdikbud.go.id/entri/mekar","mekar","m","e","k","a","r"
"https://kbbi.kemdikbud.go.id/entri/mekis","mekis","m","e","k","i","s"
"https://kbbi.kemdikbud.go.id/entri/melar","melar","m","e","l","a","r"
"https://kbbi.kemdikbud.go.id/entri/melas","melas","m","e","l","a","s"
"https://kbbi.kemdikbud.go.id/entri/melek","melek","m","e","l","e","k"
"https://kbbi.kemdikbud.go.id/entri/meler","meler","m","e","l","e","r"
"https://kbbi.kemdikbud.go.id/entri/melik","melik","m","e","l","i","k"
"https://kbbi.kemdikbud.go.id/entri/melit","melit","m","e","l","i","t"
"https://kbbi.kemdikbud.go.id/entri/melon","melon","m","e","l","o","n"
"https://kbbi.kemdikbud.go.id/entri/melor","melor","m","e","l","o","r"
"https://kbbi.kemdikbud.go.id/entri/melur","melur","m","e","l","u","r"
"https://kbbi.kemdikbud.go.id/entri/memar","memar","m","e","m","a","r"
"https://kbbi.kemdikbud.go.id/entri/memek","memek","m","e","m","e","k"
"https://kbbi.kemdikbud.go.id/entri/memur","memur","m","e","m","u","r"
"https://kbbi.kemdikbud.go.id/entri/menag","menag","m","e","n","a","g"
"https://kbbi.kemdikbud.go.id/entri/menak","menak","m","e","n","a","k"
"https://kbbi.kemdikbud.go.id/entri/menat","menat","m","e","n","a","t"
"https://kbbi.kemdikbud.go.id/entri/mendi","mendi","m","e","n","d","i"
"https://kbbi.kemdikbud.go.id/entri/mendu","mendu","m","e","n","d","u"
"https://kbbi.kemdikbud.go.id/entri/menep","menep","m","e","n","e","p"
"https://kbbi.kemdikbud.go.id/entri/mengi","mengi","m","e","n","g","i"
"https://kbbi.kemdikbud.go.id/entri/menir","menir","m","e","n","i","r"
"https://kbbi.kemdikbud.go.id/entri/menit","menit","m","e","n","i","t"
"https://kbbi.kemdikbud.go.id/entri/menlu","menlu","m","e","n","l","u"
"https://kbbi.kemdikbud.go.id/entri/menor","menor","m","e","n","o","r"
"https://kbbi.kemdikbud.go.id/entri/menta","menta","m","e","n","t","a"
"https://kbbi.kemdikbud.go.id/entri/mento","mento","m","e","n","t","o"
"https://kbbi.kemdikbud.go.id/entri/menua","menua","m","e","n","u","a"
"https://kbbi.kemdikbud.go.id/entri/menur","menur","m","e","n","u","r"
"https://kbbi.kemdikbud.go.id/entri/menwa","menwa","m","e","n","w","a"
"https://kbbi.kemdikbud.go.id/entri/meong","meong","m","e","o","n","g"
"https://kbbi.kemdikbud.go.id/entri/mepet","mepet","m","e","p","e","t"
"https://kbbi.kemdikbud.go.id/entri/merah","merah","m","e","r","a","h"
"https://kbbi.kemdikbud.go.id/entri/merak","merak","m","e","r","a","k"
"https://kbbi.kemdikbud.go.id/entri/meram","meram","m","e","r","a","m"
"https://kbbi.kemdikbud.go.id/entri/merat","merat","m","e","r","a","t"
"https://kbbi.kemdikbud.go.id/entri/merca","merca","m","e","r","c","a"
"https://kbbi.kemdikbud.go.id/entri/mercu","mercu","m","e","r","c","u"
"https://kbbi.kemdikbud.go.id/entri/merdu","merdu","m","e","r","d","u"
"https://kbbi.kemdikbud.go.id/entri/merek","merek","m","e","r","e","k"
"https://kbbi.kemdikbud.go.id/entri/merem","merem","m","e","r","e","m"
"https://kbbi.kemdikbud.go.id/entri/meres","meres","m","e","r","e","s"
"https://kbbi.kemdikbud.go.id/entri/merih","merih","m","e","r","i","h"
"https://kbbi.kemdikbud.go.id/entri/merik","merik","m","e","r","i","k"
"https://kbbi.kemdikbud.go.id/entri/merok","merok","m","e","r","o","k"
"https://kbbi.kemdikbud.go.id/entri/merot","merot","m","e","r","o","t"
"https://kbbi.kemdikbud.go.id/entri/merta","merta","m","e","r","t","a"
"https://kbbi.kemdikbud.go.id/entri/merua","merua","m","e","r","u","a"
"https://kbbi.kemdikbud.go.id/entri/merut","merut","m","e","r","u","t"
"https://kbbi.kemdikbud.go.id/entri/mesan","mesan","m","e","s","a","n"
"https://kbbi.kemdikbud.go.id/entri/mesem","mesem","m","e","s","e","m"
"https://kbbi.kemdikbud.go.id/entri/meses","meses","m","e","s","e","s"
"https://kbbi.kemdikbud.go.id/entri/mesik","mesik","m","e","s","i","k"
"https://kbbi.kemdikbud.go.id/entri/mesin","mesin","m","e","s","i","n"
"https://kbbi.kemdikbud.go.id/entri/mesiu","mesiu","m","e","s","i","u"
"https://kbbi.kemdikbud.go.id/entri/meski","meski","m","e","s","k","i"
"https://kbbi.kemdikbud.go.id/entri/meson","meson","m","e","s","o","n"
"https://kbbi.kemdikbud.go.id/entri/mesra","mesra","m","e","s","r","a"
"https://kbbi.kemdikbud.go.id/entri/mesta","mesta","m","e","s","t","a"
"https://kbbi.kemdikbud.go.id/entri/mesti","mesti","m","e","s","t","i"
"https://kbbi.kemdikbud.go.id/entri/mesui","mesui","m","e","s","u","i"
"https://kbbi.kemdikbud.go.id/entri/mesum","mesum","m","e","s","u","m"
"https://kbbi.kemdikbud.go.id/entri/mesut","mesut","m","e","s","u","t"
"https://kbbi.kemdikbud.go.id/entri/metah","metah","m","e","t","a","h"
"https://kbbi.kemdikbud.go.id/entri/metai","metai","m","e","t","a","i"
"https://kbbi.kemdikbud.go.id/entri/metal","metal","m","e","t","a","l"
"https://kbbi.kemdikbud.go.id/entri/meter","meter","m","e","t","e","r"
"https://kbbi.kemdikbud.go.id/entri/metil","metil","m","e","t","i","l"
"https://kbbi.kemdikbud.go.id/entri/metro","metro","m","e","t","r","o"
"https://kbbi.kemdikbud.go.id/entri/mewah","mewah","m","e","w","a","h"
"https://kbbi.kemdikbud.go.id/entri/mewek","mewek","m","e","w","e","k"
"https://kbbi.kemdikbud.go.id/entri/meyah","meyah","m","e","y","a","h"
"https://kbbi.kemdikbud.go.id/entri/meyak","meyak","m","e","y","a","k"
"https://kbbi.kemdikbud.go.id/entri/mezzo","mezzo","m","e","z","z","o"
"https://kbbi.kemdikbud.go.id/entri/miana","miana","m","i","a","n","a"
"https://kbbi.kemdikbud.go.id/entri/miang","miang","m","i","a","n","g"
"https://kbbi.kemdikbud.go.id/entri/micin","micin","m","i","c","i","n"
"https://kbbi.kemdikbud.go.id/entri/midar","midar","m","i","d","a","r"
"https://kbbi.kemdikbud.go.id/entri/midik","midik","m","i","d","i","k"
"https://kbbi.kemdikbud.go.id/entri/miere","miere","m","i","e","r","e"
"https://kbbi.kemdikbud.go.id/entri/migas","migas","m","i","g","a","s"
"https://kbbi.kemdikbud.go.id/entri/mihun","mihun","m","i","h","u","n"
"https://kbbi.kemdikbud.go.id/entri/mijil","mijil","m","i","j","i","l"
"https://kbbi.kemdikbud.go.id/entri/mikat","mikat","m","i","k","a","t"
"https://kbbi.kemdikbud.go.id/entri/mikro","mikro","m","i","k","r","o"
"https://kbbi.kemdikbud.go.id/entri/milad","milad","m","i","l","a","d"
"https://kbbi.kemdikbud.go.id/entri/milik","milik","m","i","l","i","k"
"https://kbbi.kemdikbud.go.id/entri/milir","milir","m","i","l","i","r"
"https://kbbi.kemdikbud.go.id/entri/milis","milis","m","i","l","i","s"
"https://kbbi.kemdikbud.go.id/entri/mimas","mimas","m","i","m","a","s"
"https://kbbi.kemdikbud.go.id/entri/mimik","mimik","m","i","m","i","k"
"https://kbbi.kemdikbud.go.id/entri/mimis","mimis","m","i","m","i","s"
"https://kbbi.kemdikbud.go.id/entri/mimpi","mimpi","m","i","m","p","i"
"https://kbbi.kemdikbud.go.id/entri/minat","minat","m","i","n","a","t"
"https://kbbi.kemdikbud.go.id/entri/minda","minda","m","i","n","d","a"
"https://kbbi.kemdikbud.go.id/entri/mindi","mindi","m","i","n","d","i"
"https://kbbi.kemdikbud.go.id/entri/minim","minim","m","i","n","i","m"
"https://kbbi.kemdikbud.go.id/entri/minor","minor","m","i","n","o","r"
"https://kbbi.kemdikbud.go.id/entri/minta","minta","m","i","n","t","a"
"https://kbbi.kemdikbud.go.id/entri/minum","minum","m","i","n","u","m"
"https://kbbi.kemdikbud.go.id/entri/minus","minus","m","i","n","u","s"
"https://kbbi.kemdikbud.go.id/entri/mioma","mioma","m","i","o","m","a"
"https://kbbi.kemdikbud.go.id/entri/mipis","mipis","m","i","p","i","s"
"https://kbbi.kemdikbud.go.id/entri/mirah","mirah","m","i","r","a","h"
"https://kbbi.kemdikbud.go.id/entri/mirai","mirai","m","i","r","a","i"
"https://kbbi.kemdikbud.go.id/entri/miras","miras","m","i","r","a","s"
"https://kbbi.kemdikbud.go.id/entri/mirat","mirat","m","i","r","a","t"
"https://kbbi.kemdikbud.go.id/entri/mirih","mirih","m","i","r","i","h"
"https://kbbi.kemdikbud.go.id/entri/mirik","mirik","m","i","r","i","k"
"https://kbbi.kemdikbud.go.id/entri/mirin","mirin","m","i","r","i","n"
"https://kbbi.kemdikbud.go.id/entri/mirip","mirip","m","i","r","i","p"
"https://kbbi.kemdikbud.go.id/entri/miris","miris","m","i","r","i","s"
"https://kbbi.kemdikbud.go.id/entri/misai","misai","m","i","s","a","i"
"https://kbbi.kemdikbud.go.id/entri/misal","misal","m","i","s","a","l"
"https://kbbi.kemdikbud.go.id/entri/misan","misan","m","i","s","a","n"
"https://kbbi.kemdikbud.go.id/entri/misil","misil","m","i","s","i","l"
"https://kbbi.kemdikbud.go.id/entri/misoa","misoa","m","i","s","o","a"
"https://kbbi.kemdikbud.go.id/entri/misri","misri","m","i","s","r","i"
"https://kbbi.kemdikbud.go.id/entri/misro","misro","m","i","s","r","o"
"https://kbbi.kemdikbud.go.id/entri/misua","misua","m","i","s","u","a"
"https://kbbi.kemdikbud.go.id/entri/misuh","misuh","m","i","s","u","h"
"https://kbbi.kemdikbud.go.id/entri/mitos","mitos","m","i","t","o","s"
"https://kbbi.kemdikbud.go.id/entri/mitra","mitra","m","i","t","r","a"
"https://kbbi.kemdikbud.go.id/entri/mizab","mizab","m","i","z","a","b"
"https://kbbi.kemdikbud.go.id/entri/mizan","mizan","m","i","z","a","n"
"https://kbbi.kemdikbud.go.id/entri/mobil","mobil","m","o","b","i","l"
"https://kbbi.kemdikbud.go.id/entri/mobud","mobud","m","o","b","u","d"
"https://kbbi.kemdikbud.go.id/entri/mocaf","mocaf","m","o","c","a","f"
"https://kbbi.kemdikbud.go.id/entri/mocok","mocok","m","o","c","o","k"
"https://kbbi.kemdikbud.go.id/entri/modal","modal","m","o","d","a","l"
"https://kbbi.kemdikbud.go.id/entri/modar","modar","m","o","d","a","r"
"https://kbbi.kemdikbud.go.id/entri/model","model","m","o","d","e","l"
"https://kbbi.kemdikbud.go.id/entri/modem","modem","m","o","d","e","m"
"https://kbbi.kemdikbud.go.id/entri/modin","modin","m","o","d","i","n"
"https://kbbi.kemdikbud.go.id/entri/modis","modis","m","o","d","i","s"
"https://kbbi.kemdikbud.go.id/entri/modul","modul","m","o","d","u","l"
"https://kbbi.kemdikbud.go.id/entri/modus","modus","m","o","d","u","s"
"https://kbbi.kemdikbud.go.id/entri/mofet","mofet","m","o","f","e","t"
"https://kbbi.kemdikbud.go.id/entri/mogao","mogao","m","o","g","a","o"
"https://kbbi.kemdikbud.go.id/entri/mogas","mogas","m","o","g","a","s"
"https://kbbi.kemdikbud.go.id/entri/mogok","mogok","m","o","g","o","k"
"https://kbbi.kemdikbud.go.id/entri/mohon","mohon","m","o","h","o","n"
"https://kbbi.kemdikbud.go.id/entri/mohor","mohor","m","o","h","o","r"
"https://kbbi.kemdikbud.go.id/entri/mojah","mojah","m","o","j","a","h"
"https://kbbi.kemdikbud.go.id/entri/moksa","moksa","m","o","k","s","a"
"https://kbbi.kemdikbud.go.id/entri/moksu","moksu","m","o","k","s","u"
"https://kbbi.kemdikbud.go.id/entri/molal","molal","m","o","l","a","l"
"https://kbbi.kemdikbud.go.id/entri/molar","molar","m","o","l","a","r"
"https://kbbi.kemdikbud.go.id/entri/molek","molek","m","o","l","e","k"
"https://kbbi.kemdikbud.go.id/entri/molen","molen","m","o","l","e","n"
"https://kbbi.kemdikbud.go.id/entri/moler","moler","m","o","l","e","r"
"https://kbbi.kemdikbud.go.id/entri/moles","moles","m","o","l","e","s"
"https://kbbi.kemdikbud.go.id/entri/molof","molof","m","o","l","o","f"
"https://kbbi.kemdikbud.go.id/entri/molor","molor","m","o","l","o","r"
"https://kbbi.kemdikbud.go.id/entri/molos","molos","m","o","l","o","s"
"https://kbbi.kemdikbud.go.id/entri/momen","momen","m","o","m","e","n"
"https://kbbi.kemdikbud.go.id/entri/momok","momok","m","o","m","o","k"
"https://kbbi.kemdikbud.go.id/entri/monad","monad","m","o","n","a","d"
"https://kbbi.kemdikbud.go.id/entri/monas","monas","m","o","n","a","s"
"https://kbbi.kemdikbud.go.id/entri/monel","monel","m","o","n","e","l"
"https://kbbi.kemdikbud.go.id/entri/monti","monti","m","o","n","t","i"
"https://kbbi.kemdikbud.go.id/entri/moped","moped","m","o","p","e","d"
"https://kbbi.kemdikbud.go.id/entri/mopit","mopit","m","o","p","i","t"
"https://kbbi.kemdikbud.go.id/entri/mopok","mopok","m","o","p","o","k"
"https://kbbi.kemdikbud.go.id/entri/moral","moral","m","o","r","a","l"
"https://kbbi.kemdikbud.go.id/entri/morel","morel","m","o","r","e","l"
"https://kbbi.kemdikbud.go.id/entri/mores","mores","m","o","r","e","s"
"https://kbbi.kemdikbud.go.id/entri/moril","moril","m","o","r","i","l"
"https://kbbi.kemdikbud.go.id/entri/moron","moron","m","o","r","o","n"
"https://kbbi.kemdikbud.go.id/entri/morse","morse","m","o","r","s","e"
"https://kbbi.kemdikbud.go.id/entri/motel","motel","m","o","t","e","l"
"https://kbbi.kemdikbud.go.id/entri/motif","motif","m","o","t","i","f"
"https://kbbi.kemdikbud.go.id/entri/motil","motil","m","o","t","i","l"
"https://kbbi.kemdikbud.go.id/entri/motor","motor","m","o","t","o","r"
"https://kbbi.kemdikbud.go.id/entri/motto","motto","m","o","t","t","o"
"https://kbbi.kemdikbud.go.id/entri/mozah","mozah","m","o","z","a","h"
"https://kbbi.kemdikbud.go.id/entri/mpasi","mpasi","m","p","a","s","i"
"https://kbbi.kemdikbud.go.id/entri/muang","muang","m","u","a","n","g"
"https://kbbi.kemdikbud.go.id/entri/muara","muara","m","u","a","r","a"
"https://kbbi.kemdikbud.go.id/entri/mubah","mubah","m","u","b","a","h"
"https://kbbi.kemdikbud.go.id/entri/mubes","mubes","m","u","b","e","s"
"https://kbbi.kemdikbud.go.id/entri/mubut","mubut","m","u","b","u","t"
"https://kbbi.kemdikbud.go.id/entri/mudah","mudah","m","u","d","a","h"
"https://kbbi.kemdikbud.go.id/entri/mudat","mudat","m","u","d","a","t"
"https://kbbi.kemdikbud.go.id/entri/mudik","mudik","m","u","d","i","k"
"https://kbbi.kemdikbud.go.id/entri/mudra","mudra","m","u","d","r","a"
"https://kbbi.kemdikbud.go.id/entri/mudun","mudun","m","u","d","u","n"
"https://kbbi.kemdikbud.go.id/entri/mufti","mufti","m","u","f","t","i"
"https://kbbi.kemdikbud.go.id/entri/muhal","muhal","m","u","h","a","l"
"https://kbbi.kemdikbud.go.id/entri/muhib","muhib","m","u","h","i","b"
"https://kbbi.kemdikbud.go.id/entri/muhit","muhit","m","u","h","i","t"
"https://kbbi.kemdikbud.go.id/entri/mujur","mujur","m","u","j","u","r"
"https://kbbi.kemdikbud.go.id/entri/mukah","mukah","m","u","k","a","h"
"https://kbbi.kemdikbud.go.id/entri/mukim","mukim","m","u","k","i","m"
"https://kbbi.kemdikbud.go.id/entri/mukun","mukun","m","u","k","u","n"
"https://kbbi.kemdikbud.go.id/entri/mukus","mukus","m","u","k","u","s"
"https://kbbi.kemdikbud.go.id/entri/mulai","mulai","m","u","l","a","i"
"https://kbbi.kemdikbud.go.id/entri/mulas","mulas","m","u","l","a","s"
"https://kbbi.kemdikbud.go.id/entri/mulat","mulat","m","u","l","a","t"
"https://kbbi.kemdikbud.go.id/entri/mules","mules","m","u","l","e","s"
"https://kbbi.kemdikbud.go.id/entri/mulet","mulet","m","u","l","e","t"
"https://kbbi.kemdikbud.go.id/entri/mulia","mulia","m","u","l","i","a"
"https://kbbi.kemdikbud.go.id/entri/muloh","muloh","m","u","l","o","h"
"https://kbbi.kemdikbud.go.id/entri/mulok","mulok","m","u","l","o","k"
"https://kbbi.kemdikbud.go.id/entri/mulsa","mulsa","m","u","l","s","a"
"https://kbbi.kemdikbud.go.id/entri/muluk","muluk","m","u","l","u","k"
"https://kbbi.kemdikbud.go.id/entri/mulur","mulur","m","u","l","u","r"
"https://kbbi.kemdikbud.go.id/entri/mulus","mulus","m","u","l","u","s"
"https://kbbi.kemdikbud.go.id/entri/mulut","mulut","m","u","l","u","t"
"https://kbbi.kemdikbud.go.id/entri/mumet","mumet","m","u","m","e","t"
"https://kbbi.kemdikbud.go.id/entri/mumuk","mumuk","m","u","m","u","k"
"https://kbbi.kemdikbud.go.id/entri/mumur","mumur","m","u","m","u","r"
"https://kbbi.kemdikbud.go.id/entri/mumut","mumut","m","u","m","u","t"
"https://kbbi.kemdikbud.go.id/entri/munas","munas","m","u","n","a","s"
"https://kbbi.kemdikbud.go.id/entri/munci","munci","m","u","n","c","i"
"https://kbbi.kemdikbud.go.id/entri/mundu","mundu","m","u","n","d","u"
"https://kbbi.kemdikbud.go.id/entri/munib","munib","m","u","n","i","b"
"https://kbbi.kemdikbud.go.id/entri/muntu","muntu","m","u","n","t","u"
"https://kbbi.kemdikbud.go.id/entri/mupus","mupus","m","u","p","u","s"
"https://kbbi.kemdikbud.go.id/entri/murad","murad","m","u","r","a","d"
"https://kbbi.kemdikbud.go.id/entri/murah","murah","m","u","r","a","h"
"https://kbbi.kemdikbud.go.id/entri/murai","murai","m","u","r","a","i"
"https://kbbi.kemdikbud.go.id/entri/mural","mural","m","u","r","a","l"
"https://kbbi.kemdikbud.go.id/entri/muram","muram","m","u","r","a","m"
"https://kbbi.kemdikbud.go.id/entri/muras","muras","m","u","r","a","s"
"https://kbbi.kemdikbud.go.id/entri/murba","murba","m","u","r","b","a"
"https://kbbi.kemdikbud.go.id/entri/murca","murca","m","u","r","c","a"
"https://kbbi.kemdikbud.go.id/entri/murid","murid","m","u","r","i","d"
"https://kbbi.kemdikbud.go.id/entri/muris","muris","m","u","r","i","s"
"https://kbbi.kemdikbud.go.id/entri/murka","murka","m","u","r","k","a"
"https://kbbi.kemdikbud.go.id/entri/murni","murni","m","u","r","n","i"
"https://kbbi.kemdikbud.go.id/entri/murop","murop","m","u","r","o","p"
"https://kbbi.kemdikbud.go.id/entri/murup","murup","m","u","r","u","p"
"https://kbbi.kemdikbud.go.id/entri/murus","murus","m","u","r","u","s"
"https://kbbi.kemdikbud.go.id/entri/murut","murut","m","u","r","u","t"
"https://kbbi.kemdikbud.go.id/entri/musda","musda","m","u","s","d","a"
"https://kbbi.kemdikbud.go.id/entri/musik","musik","m","u","s","i","k"
"https://kbbi.kemdikbud.go.id/entri/musim","musim","m","u","s","i","m"
"https://kbbi.kemdikbud.go.id/entri/muson","muson","m","u","s","o","n"
"https://kbbi.kemdikbud.go.id/entri/musti","musti","m","u","s","t","i"
"https://kbbi.kemdikbud.go.id/entri/musuh","musuh","m","u","s","u","h"
"https://kbbi.kemdikbud.go.id/entri/mutah","mutah","m","u","t","a","h"
"https://kbbi.kemdikbud.go.id/entri/mutan","mutan","m","u","t","a","n"
"https://kbbi.kemdikbud.go.id/entri/mutih","mutih","m","u","t","i","h"
"https://kbbi.kemdikbud.go.id/entri/muton","muton","m","u","t","o","n"
"https://kbbi.kemdikbud.go.id/entri/mutur","mutur","m","u","t","u","r"
"https://kbbi.kemdikbud.go.id/entri/muzah","muzah","m","u","z","a","h"
"https://kbbi.kemdikbud.go.id/entri/nabab","nabab","n","a","b","a","b"
"https://kbbi.kemdikbud.go.id/entri/naban","naban","n","a","b","a","n"
"https://kbbi.kemdikbud.go.id/entri/nabet","nabet","n","a","b","e","t"
"https://kbbi.kemdikbud.go.id/entri/nabil","nabil","n","a","b","i","l"
"https://kbbi.kemdikbud.go.id/entri/nadam","nadam","n","a","d","a","m"
"https://kbbi.kemdikbud.go.id/entri/nadar","nadar","n","a","d","a","r"
"https://kbbi.kemdikbud.go.id/entri/nadim","nadim","n","a","d","i","m"
"https://kbbi.kemdikbud.go.id/entri/nadir","nadir","n","a","d","i","r"
"https://kbbi.kemdikbud.go.id/entri/nafar","nafar","n","a","f","a","r"
"https://kbbi.kemdikbud.go.id/entri/nafas","nafas","n","a","f","a","s"
"https://kbbi.kemdikbud.go.id/entri/nafri","nafri","n","a","f","r","i"
